keyword,subj,positive,negative,anger,disgust,fear,happy,sad,surprise
πρόχειρών,0.375,0.0,0.75,0.0625,0.125,0.0,0.0,0.0,0.1875
ψωρίλες,1.0,0.0,1.0,0.25,0.6875,0.0,0.0,0.1875,0.25
λιμπίστηκες,0.875,1.0,0.25,0.0,0.1875,0.0,0.375,0.0,0.375
στερεότυπα,0.25,0.0,0.5,0.0,0.125,0.0,0.0,0.0,0.0625
κλάψω,0.75,0.0,1.0,0.25,0.0625,0.375,0.0,0.6875,0.3125
τουρλωμένες,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.1875
μπασκλασαρίες,0.75,0.0,1.0,0.1875,0.5,0.0,0.0,0.0,0.25
περιέβαλαν,0.375,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.1875
εκλιπούσα,0.375,0.0,0.75,0.0,0.0625,0.0625,0.0,0.625,0.125
συντεχνιακός,0.25,0.0,0.5,0.125,0.25,0.0,0.0,0.0,0.125
συναισθηματικότατο,0.625,1.0,0.25,0.125,0.125,0.125,0.5,0.125,0.375
γέμισέ,0.125,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0
επιλεκτικότερο,0.375,0.5,0.25,0.0,0.0,0.0,0.125,0.0,0.125
ανεντρόπιαστών,0.625,0.0,1.0,0.4375,0.4375,0.0,0.0,0.25,0.1875
γκιόσας,0.75,0.0,1.0,0.625,0.4375,0.125,0.0,0.0,0.1875
βαρύτατες,0.5,0.0,1.0,0.0625,0.3125,0.0,0.0,0.5625,0.0625
τσάκισα,0.625,0.0,1.0,0.5625,0.5,0.0625,0.0,0.25,0.25
αδιαφορίες,1.0,0.0,1.0,0.5,0.3125,0.0,0.0,0.3125,0.125
λυρικότατης,0.25,0.5,0.5,0.0,0.125,0.0,0.125,0.125,0.125
καριόλας,1.0,0.0,1.0,0.875,0.75,0.0625,0.0,0.0625,0.3125
παραγωγής,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
καθησυχάζει,0.5,0.75,0.0,0.0,0.0,0.0,0.4375,0.0,0.25
θυμωμένος,0.75,0.0,1.0,0.875,0.3125,0.125,0.0,0.0625,0.375
γαργαλάγατε,0.25,0.5,0.0,0.0,0.0,0.0,0.4375,0.0,0.375
δάμασ' τους,0.333333333333,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0833333333333,0.0,0.0833333333333
πενθήσει,0.875,0.0,1.0,0.0,0.0625,0.1875,0.0,0.875,0.125
παλαιοημερολογίτικών,0.25,0.0,0.5,0.125,0.3125,0.0,0.0,0.0,0.25
τρομάζουν,0.875,0.0,1.0,0.0625,0.0625,0.6875,0.0,0.0625,0.625
χριστέ,0.75,0.75,1.0,0.875,0.6875,0.8125,0.75,0.75,0.875
ανθρώπους,0.25,0.5,0.0,0.0,0.0,0.0,0.3125,0.0,0.375
μπλοκάρουν,0.375,0.0,0.75,0.0,0.0625,0.0,0.0,0.0625,0.125
απωθούσαμε,0.5,0.0,0.75,0.25,0.5,0.0,0.0,0.0625,0.0
άνοστού,0.75,0.0,1.0,0.125,0.4375,0.0,0.0,0.25,0.125
αποζουρλαίνω,0.625,0.5,1.0,0.3125,0.3125,0.0,0.3125,0.125,0.25
σπαραξικάρδιων,0.875,0.0,1.0,0.0,0.1875,0.0,0.0,0.8125,0.3125
κατάστιχου,0.375,0.0,0.75,0.375,0.25,0.0625,0.0,0.0625,0.25
δοσοληψίας,0.25,0.0,0.5,0.125,0.25,0.0,0.0,0.0,0.1875
έντονή,0.5,0.25,0.75,0.3125,0.1875,0.1875,0.125,0.125,0.1875
άτεγκτός,0.75,0.25,1.0,0.25,0.3125,0.125,0.0,0.125,0.25
άθλου,0.875,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.6875
κωλοβαρούσαν,0.625,0.0,0.75,0.375,0.5,0.0,0.0,0.0625,0.25
αράπακλες,0.875,0.0,1.0,0.4375,0.625,0.1875,0.0,0.0625,0.1875
στηθοκοπήθηκες,1.0,0.0,1.0,0.125,0.125,0.0,0.0,0.375,0.25
εμφορούσασταν,0.5,0.75,0.25,0.0,0.0,0.0,0.375,0.0,0.25
γκάβωσ' το,0.625,0.0,0.75,0.375,0.375,0.125,0.0,0.0,0.1875
εξέτασ' τες,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ξένιζα,0.5,0.0,0.75,0.0,0.1875,0.0,0.0,0.0625,0.5625
ψυλλιασμένοι,0.5,0.25,0.75,0.125,0.125,0.0,0.0,0.0,0.125
διασκεδασμένος,0.75,1.0,0.0,0.0,0.0,0.0,0.875,0.0,0.4375
άσπονδε,0.5,0.0,0.75,0.5,0.375,0.0625,0.0,0.125,0.125
ευδόκησες,0.75,0.75,0.25,0.0,0.0,0.0,0.375,0.0,0.1875
ακούανε,0.125,0.25,0.0,0.0625,0.0625,0.0,0.125,0.0,0.125
γραφική,0.5,0.5,1.0,0.25,0.5625,0.0,0.25,0.0,0.1875
τσοπάνης,0.5,0.0,1.0,0.25,0.5,0.0,0.0,0.0,0.125
ξεπατικώνουμε,0.375,0.0,0.75,0.1875,0.25,0.0,0.0,0.0,0.25
ξαναγένναγαν,0.375,0.75,0.25,0.0,0.0,0.0,0.625,0.0,0.375
δειλότατο,0.5,0.0,0.75,0.3125,0.3125,0.25,0.0,0.0625,0.125
δοκησισόφων,0.625,0.0,1.0,0.3125,0.5625,0.0625,0.0,0.0,0.1875
αντίχριστού,0.75,0.0,1.0,0.8125,0.4375,0.375,0.0,0.0,0.0625
αιώνιους,0.625,0.5,0.5,0.0625,0.125,0.0625,0.375,0.0625,0.375
οργανικό,0.125,0.0,0.25,0.0,0.0625,0.0,0.0,0.0,0.0
γέλια,1.0,1.0,0.25,0.0,0.125,0.0,1.0,0.0,0.5
παραφέρονται,0.5,0.0,0.75,0.4375,0.125,0.125,0.0,0.0625,0.3125
μαρμαρωμένος,0.375,0.0,0.75,0.0,0.125,0.625,0.0,0.0,0.75
εκτόνωσέ,0.5,0.25,0.75,0.375,0.125,0.1875,0.0,0.0625,0.125
αναγαλλίαζέ,0.875,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.3125
χείριστων,0.5,0.0,0.75,0.25,0.375,0.375,0.0,0.1875,0.25
θεριού,0.75,0.75,0.5,0.25,0.125,0.375,0.1875,0.0,0.4375
ήξερα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
κακόηχους,0.5,0.0,0.75,0.0,0.4375,0.0625,0.0,0.0625,0.1875
λίγωσα,0.75,0.25,1.0,0.0,0.5625,0.0,0.25,0.0,0.25
φλόγισαν,0.5,0.5,1.0,0.25,0.125,0.0,0.25,0.0,0.125
περιττολογίας,0.5,0.0,0.75,0.0625,0.125,0.0,0.0,0.0,0.0625
φιδιού,0.625,0.0,1.0,0.3125,0.5625,0.375,0.0,0.0,0.1875
χορταστικότερε,0.75,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1875
αναλιγώνανε,0.25,0.0,0.5,0.125,0.25,0.0,0.0,0.0625,0.0
διέπνευσε,0.5,0.75,0.25,0.0,0.0,0.0,0.3125,0.0,0.1875
χρίζοντάς,0.25,0.5,0.5,0.0,0.0,0.0,0.125,0.0,0.0
νταλκαδιάζουν,0.75,0.5,0.5,0.0,0.0625,0.0,0.3125,0.1875,0.3125
φραγκόπαπα,0.625,0.0,1.0,0.25,0.375,0.0,0.0,0.0,0.1875
κυριαρχημένα,0.375,0.25,0.5,0.0625,0.125,0.1875,0.125,0.0,0.1875
ξυλιάζανε,0.375,0.0,0.75,0.0625,0.25,0.0625,0.0,0.0625,0.3125
στοργικές,0.875,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.25
καλογερέψανε,0.25,0.0,0.5,0.0,0.1875,0.0,0.0,0.0,0.3125
συγκίνησαν,0.75,1.0,0.5,0.0,0.0,0.0,0.6875,0.375,0.4375
ευηχότατης,0.75,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.375
πασέλειψαν,0.375,0.0,0.5,0.25,0.375,0.0,0.0,0.0,0.25
αισθαντικούς,1.0,1.0,0.25,0.0,0.0,0.0,0.375,0.0625,0.3125
αρχιμαφιόζο,0.875,0.0,1.0,0.5625,0.5625,0.3125,0.0,0.0625,0.3125
αντισταθήκαμε,0.375,0.25,0.5,0.1875,0.125,0.1875,0.125,0.0625,0.0
αραπιάς,0.625,0.0,0.75,0.4375,0.4375,0.125,0.0,0.125,0.0625
αφαιρούν,0.375,0.0,0.75,0.25,0.125,0.0625,0.0,0.125,0.0625
χόρευα,0.5,0.75,0.0,0.0,0.0,0.0,0.625,0.0,0.3125
ξεπατικώνει,0.375,0.0,0.75,0.1875,0.25,0.0,0.0,0.0,0.25
καταϋποχρεώνατε,0.875,0.5,1.0,0.0625,0.1875,0.0,0.25,0.0625,0.3125
μπαϊλντίσαμε,0.625,0.0,0.75,0.3125,0.4375,0.0,0.0,0.125,0.3125
χορτάσουμε,0.5,0.75,0.0,0.0,0.0,0.0,0.375,0.0,0.1875
προαιρέσεων,0.375,0.75,0.25,0.0,0.0,0.0,0.25,0.0,0.25
αντιπαθούνε,0.75,0.0,1.0,0.625,0.625,0.0,0.0,0.0625,0.0
κράτησαν,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ζωοφιλία,0.5,0.75,0.0,0.0,0.0,0.0,0.375,0.0,0.25
αβάπτιστους,0.25,0.5,0.5,0.375,0.4375,0.0,0.0,0.1875,0.4375
ασφαλείας,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25
επηρεάζοντάς,0.375,0.25,0.75,0.125,0.125,0.0,0.0,0.0625,0.1875
θαυματουργούσες,0.625,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.625
ντάντεψα,0.5,0.0,0.75,0.125,0.25,0.0,0.0,0.0,0.3125
προσευχή,0.25,0.5,0.25,0.0,0.0,0.125,0.25,0.0625,0.1875
ασυναίσθητες,0.625,0.25,1.0,0.125,0.1875,0.0,0.0,0.25,0.125
δύσπεπτές,0.5,0.0,0.75,0.0625,0.375,0.0,0.0,0.0625,0.0625
εκρήγνυνται,0.625,0.0,1.0,0.9375,0.3125,0.1875,0.125,0.0625,0.625
αφυπνίσαμε,0.375,0.75,0.25,0.0,0.0,0.0,0.125,0.0,0.25
κατοικοεδρευμένοι,0.125,0.0,0.25,0.0625,0.125,0.0,0.0,0.0,0.125
καταβόθρες,0.375,0.0,0.75,0.375,0.4375,0.0,0.0,0.0,0.3125
δονκιχοτικούς,0.5,0.0,0.75,0.25,0.3125,0.0625,0.0,0.0,0.1875
κατασίγασε,0.375,0.333333333333,0.666666666667,0.1875,0.1875,0.0,0.125,0.0,0.3125
αρβανίτης,0.5,0.0,0.75,0.375,0.375,0.125,0.0,0.0,0.0
μαμόθρεφτός,0.875,0.0,1.0,0.3125,0.5,0.0,0.0,0.0,0.3125
στιλιζαρίσματος,0.5,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.25
μυϊκών,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
χαρτοπόλεμος,0.375,0.0,0.75,0.0,0.1875,0.0,0.0,0.0,0.1875
καβαλήσεις,0.375,0.0,0.75,0.1875,0.3125,0.0,0.0,0.0,0.25
εμποτίζαν,0.375,0.75,0.25,0.0625,0.0,0.0625,0.25,0.0,0.3125
εντονότερη,0.5,0.25,0.75,0.3125,0.1875,0.1875,0.125,0.125,0.1875
κουνιστό,0.5,0.0,1.0,0.25,0.4375,0.0,0.0,0.0,0.3125
ζεστότατα,0.5,1.0,0.0,0.0,0.0,0.0,0.375,0.0,0.375
ηδονίσθηκε,0.75,0.5,0.5,0.0,0.125,0.0,0.3125,0.0,0.375
ψυχολογούσανε,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0
καρφώνετέ,0.375,0.0,0.75,0.25,0.3125,0.1875,0.0,0.0,0.25
ψειριάρης,0.875,0.0,1.0,0.1875,0.625,0.0625,0.0,0.0,0.1875
οπλισμοί,0.375,0.5,0.5,0.125,0.125,0.125,0.125,0.0,0.125
βαθύτατος,0.25,0.5,0.5,0.0625,0.125,0.0,0.0625,0.125,0.1875
μπαϊλντίζουν,0.625,0.0,0.75,0.3125,0.4375,0.0,0.0,0.125,0.3125
κουφοβράζοντας,0.375,0.25,0.75,0.0625,0.125,0.0,0.0,0.125,0.0625
χειραγωγεί,0.5,0.0,0.75,0.0625,0.3125,0.1875,0.0,0.0,0.0625
άδειας,0.375,0.0,0.5,0.125,0.125,0.0,0.0,0.25,0.0
σιροπιάσαμε,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0625
αστράφτετε,0.375,0.75,0.25,0.25,0.0,0.0,0.75,0.0,0.625
διοχετεύσατε,0.375,0.25,0.75,0.0,0.125,0.0,0.0,0.0,0.125
ζεστέ,0.5,1.0,0.0,0.0,0.0,0.0,0.375,0.0,0.375
περικαλέστε,0.625,0.5,0.5,0.0625,0.0625,0.0,0.0,0.0,0.0625
σκάσε,0.625,0.0,1.0,0.625,0.375,0.0,0.0,0.0,0.5
τέρψεως,0.875,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25
εκλεκτοτέρων,0.625,1.0,0.0,0.0,0.0,0.0,0.375,0.0,0.25
φλογίσματά,0.5,0.5,1.0,0.25,0.125,0.0,0.25,0.0,0.125
ψυχολογήσατε,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0
σιγήσαμε,0.375,0.0,0.75,0.0,0.0,0.125,0.0,0.0625,0.1875
χαμηλοβλεπούσα,0.875,0.0,1.0,0.1875,0.3125,0.0,0.0,0.0625,0.25
ασφυκτιούμε,0.75,0.0,1.0,0.1875,0.25,0.375,0.0,0.1875,0.0625
παλαιοημερολογίτικης,0.25,0.0,0.5,0.125,0.3125,0.0,0.0,0.0,0.25
πανηγύρισε' τους,0.625,1.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.5
φοβηθήκανε,0.875,0.0,1.0,0.0,0.0,0.9375,0.0,0.0625,0.375
ιλίγγων,0.625,0.0,1.0,0.0625,0.4375,0.25,0.0,0.0625,0.1875
απερίγραπτέ,0.5,0.5,0.75,0.4375,0.25,0.0,0.25,0.3125,0.3125
συνειδητότατης,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
αρχοντάνθρωπέ,0.75,1.0,0.0,0.0,0.0,0.0,0.375,0.0,0.375
τουρλώσει,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.1875
κατασίγασέ,0.375,0.333333333333,0.666666666667,0.1875,0.1875,0.0,0.125,0.0,0.3125
αναγαλλιάσανε,0.875,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.3125
αστοιχείωτους,0.75,0.0,1.0,0.375,0.5,0.0,0.0,0.0625,0.0625
προαισθανόσασταν,0.625,0.5,0.75,0.0,0.0,0.25,0.1875,0.0625,0.25
μπαμπόγερους,0.875,0.0,1.0,0.25,0.5,0.0625,0.0,0.0,0.25
ερωτευόμουνα,0.75,1.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.375
ενόχλησ' τους,0.75,0.0,1.0,0.1875,0.4375,0.0625,0.0,0.1875,0.0625
ευλαβέστατο,0.75,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3125
έκλαψες,0.75,0.0,1.0,0.25,0.0625,0.375,0.0,0.6875,0.3125
πανηγυριώτικά,0.75,0.5,0.75,0.1875,0.3125,0.0,0.25,0.0,0.25
ξαναγεννάγατε,0.375,0.75,0.25,0.0,0.0,0.0,0.625,0.0,0.375
ηδονίζεσαι,0.75,0.5,0.5,0.0,0.125,0.0,0.3125,0.0,0.375
εφευρετικότερη,0.5,0.75,0.0,0.0,0.0,0.0,0.3125,0.0,0.375
μαφιόζικε,0.5,0.0,0.75,0.375,0.3125,0.4375,0.0,0.0,0.375
αξιολάτρευτές,0.875,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.4375
κωλοβάρησα,0.625,0.0,0.75,0.375,0.5,0.0,0.0,0.0625,0.25
ανεντρόπιαστοί,0.625,0.0,1.0,0.4375,0.4375,0.0,0.0,0.25,0.1875
συμμεριζόμενη,0.375,0.75,0.0,0.0,0.0,0.0,0.3125,0.0,0.1875
αλευρώνετέ,0.25,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.25
λεπτές,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.375
θλιβερότατη,0.75,0.0,1.0,0.125,0.3125,0.0625,0.0,0.9375,0.25
ζωόφιλοι,0.625,0.75,0.25,0.0625,0.125,0.0,0.375,0.0625,0.25
ηλιόχαρή,0.625,1.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.375
ηδονικότερα,0.75,0.5,0.5,0.0,0.125,0.0,0.3125,0.0,0.375
ξεπλένουμε,0.5,0.0,0.75,0.0625,0.25,0.0,0.0,0.0,0.1875
βρομόπαιδου,0.875,0.0,1.0,0.5625,0.6875,0.0,0.0,0.0625,0.25
στραβοκάνικών,1.0,0.0,1.0,0.3125,0.375,0.0,0.0,0.0,0.25
αχόρταγη,0.625,0.0,1.0,0.3125,0.4375,0.0,0.0,0.0,0.1875
εμφορούμασθε,0.5,0.75,0.25,0.0,0.0,0.0,0.375,0.0,0.25
πλακώσεων,0.875,0.0,1.0,0.0625,0.1875,0.0625,0.0,0.5,0.25
άστοργής,0.5,0.0,0.75,0.25,0.4375,0.0625,0.0,0.3125,0.0625
δολιότερε,0.625,0.25,0.75,0.3125,0.375,0.25,0.0625,0.0,0.1875
στατικότατους,0.375,0.0,0.75,0.0,0.125,0.0,0.0,0.0,0.0625
επίκτητων,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
διαχυτική,0.75,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.375
κάψουν,0.375,0.25,0.75,0.5,0.1875,0.125,0.25,0.25,0.3125
εργατοπατεράδων,0.75,0.0,1.0,0.1875,0.375,0.0,0.0,0.0,0.125
ξεβγαλμένες,0.125,0.25,0.0,0.0,0.125,0.0,0.0,0.0,0.0
σκαν,0.625,0.0,1.0,0.625,0.375,0.0,0.0,0.0,0.5
σκίρτησες,0.75,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.5625
προστατεύσαμε,0.375,0.75,0.0,0.0,0.0,0.0,0.375,0.0,0.25
μεγαλουσιάνοι,0.75,0.0,1.0,0.25,0.375,0.0,0.0,0.0,0.25
κλείσε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ασυγκράτητων,0.5,0.75,0.75,0.125,0.125,0.0625,0.1875,0.0,0.25
αφηγηθείς,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αποτυφλώνει,0.25,0.0,0.5,0.1875,0.1875,0.125,0.0,0.125,0.0625
δούλα,0.75,0.0,0.75,0.4375,0.5,0.0,0.0,0.0625,0.25
έντιμα,0.5,0.75,0.0,0.0,0.0,0.0,0.4375,0.0,0.375
αρειμάνια,0.625,0.0,1.0,0.5,0.125,0.0625,0.0,0.0,0.1875
θλιβεροτέρων,0.75,0.0,1.0,0.125,0.3125,0.0625,0.0,0.9375,0.25
στομωμάτων,0.375,0.0,0.5,0.0625,0.1875,0.0,0.0,0.0,0.0625
αισθάνεται,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.5
απωθήσω,0.5,0.0,0.75,0.25,0.5,0.0,0.0,0.0625,0.0
λεπταίσθητο,0.5,0.75,0.0,0.0,0.0,0.0,0.3125,0.0,0.333333333333
μοίραζα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
φλεγόταν,0.375,0.25,0.75,0.375,0.1875,0.0,0.25,0.0,0.1875
εκτονώσανε,0.5,0.25,0.75,0.375,0.125,0.1875,0.0,0.0625,0.125
άτεγκτες,0.75,0.25,1.0,0.25,0.3125,0.125,0.0,0.125,0.25
κομμούνια,0.875,0.0,1.0,0.5,0.5625,0.0,0.0,0.0,0.1875
οργανικότατα,0.125,0.0,0.25,0.0,0.0625,0.0,0.0,0.0,0.0
έξαλλος,0.75,0.25,1.0,0.875,0.375,0.1875,0.25,0.125,0.5625
άτρομού,0.5,0.25,0.5,0.0625,0.0,0.0,0.3125,0.0,0.3125
εξωστρέφειες,0.375,0.75,0.25,0.0,0.0,0.0,0.3125,0.0,0.3125
αισθητικός,0.625,0.75,0.0,0.0,0.0,0.0,0.5,0.0,0.25
ακατάσβεστέ,0.875,1.0,1.0,0.0625,0.0625,0.1875,0.3125,0.0625,0.1875
προαισθάνσου,0.625,0.5,0.75,0.0,0.0,0.25,0.1875,0.0625,0.25
μακάριούς,0.625,0.5,0.75,0.0,0.0625,0.0,0.3125,0.25,0.25
αναπτερωμένος,0.875,1.0,0.0,0.0,0.0,0.0,0.875,0.0625,0.1875
διαβεβαιώνουν,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
προσπαθήσαμε,0.125,0.25,0.0,0.0,0.0,0.0,0.1875,0.0,0.1875
αγέλη,0.375,0.0,0.75,0.5625,0.5,0.5,0.0,0.25,0.125
αρχαίους,0.25,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.125
φιλάνθρωπά,0.625,0.75,0.0,0.0,0.0,0.0,0.3125,0.0,0.125
σιρόπιασες,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0625
σταλάζαμε,0.5,0.75,0.75,0.0,0.125,0.0,0.125,0.0625,0.0625
ξεχασμένες,0.375,0.0,0.5,0.1875,0.0625,0.0,0.0,0.1875,0.3125
αγρίεψες,0.875,0.0,1.0,0.9375,0.375,0.75,0.0,0.0625,0.0
αφηγείσαι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
πλακώματά,0.625,0.0,1.0,0.3125,0.1875,0.0,0.0,0.4375,0.25
στηθοκοπηθείς,1.0,0.0,1.0,0.125,0.125,0.0,0.0,0.375,0.25
πανηγυρίζεις,0.625,1.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.5
επισκέφτηκε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
υπερηφάνειας,0.875,1.0,0.25,0.0,0.0625,0.0,0.6875,0.0,0.25
ψυχεδελικότατους,0.5,0.75,0.25,0.0,0.0,0.0,0.4375,0.0,0.5
τσιγγάνε,0.375,0.0,0.75,0.3125,0.3125,0.0,0.0,0.0,0.25
ψωμόλυσσες,0.625,0.0,0.75,0.125,0.4375,0.0,0.0,0.25,0.3125
εξαλείψεις,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1875
περιγράψουν,0.125,0.25,0.0,0.0,0.0,0.0,0.0625,0.0,0.125
κλάσ' την,0.5,0.0,0.75,0.3125,0.5625,0.0625,0.0,0.0,0.3125
ένθερμες,0.5,0.75,0.0,0.0,0.0,0.0,0.4375,0.0,0.3125
πυρώσει,0.25,0.0,0.5,0.1875,0.25,0.125,0.0,0.0,0.25
χορτάσεις,0.5,0.75,0.0,0.0,0.0,0.0,0.375,0.0,0.1875
σπιτωμένος,0.625,0.0,0.75,0.25,0.125,0.0,0.0,0.0,0.3125
είχαμε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
βαριέσαι,0.75,0.0,1.0,0.0,0.375,0.0,0.0,0.125,0.125
λησμονάτε,0.5,0.0,0.75,0.0,0.0625,0.1875,0.0,0.375,0.1875
τενεκές,0.375,0.0,0.75,0.3125,0.4375,0.0,0.0,0.0,0.3125
ιπποποτάμων,0.5,0.0,1.0,0.25,0.6875,0.0625,0.0,0.0,0.125
πετρώσετε,0.375,0.0,0.75,0.1875,0.0625,0.4375,0.0,0.125,0.4375
παμφάγοι,0.25,0.5,0.0,0.0,0.0,0.0,0.1875,0.0,0.3125
γενικοτέρας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μελαγχολικότατα,0.75,0.0,1.0,0.0,0.125,0.0,0.0,0.5625,0.125
κυριεύοντάς,0.375,0.0,0.5,0.125,0.0625,0.25,0.0,0.0,0.1875
σαρκίων,0.5,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.1875
αισθηματολογήσεις,0.75,0.25,0.75,0.0,0.375,0.0,0.0625,0.0,0.0625
κατεβάστε,0.25,0.25,0.25,0.0625,0.0,0.0625,0.0625,0.0,0.0
στραγγάλιζες,0.625,0.0,0.75,0.5625,0.25,0.0,0.0,0.0,0.3125
ακαλλιέργητά,0.75,0.0,1.0,0.3125,0.4375,0.0,0.0,0.3125,0.25
κολλήσετε,0.5,0.0,0.75,0.0,0.3125,0.125,0.0,0.0,0.25
φαγουρίσει,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
θέρισε' τες,0.375,0.25,0.75,0.125,0.25,0.3125,0.0,0.0625,0.25
αλευρωμένοι,0.25,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.25
φορτίσεών,0.5,0.5,1.0,0.25,0.25,0.125,0.125,0.125,0.25
τυχερότατο,0.5,0.75,0.25,0.0,0.0625,0.0,0.375,0.0,0.4375
ερεθίσματα,0.125,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0
διαφημιστών,0.25,0.0,0.5,0.125,0.125,0.0,0.0,0.0,0.125
απωθεί,0.5,0.0,0.75,0.25,0.5,0.0,0.0,0.0625,0.0
κυριαρχούσα,0.375,0.25,0.5,0.0625,0.125,0.1875,0.125,0.0,0.1875
πλημμύρισε,0.375,0.5,0.5,0.1875,0.0625,0.1875,0.25,0.125,0.25
ευγνωμονημένοι,0.5,0.75,0.0,0.0,0.0,0.0,0.625,0.0,0.375
ομορφονιού,0.5,0.25,0.5,0.0625,0.1875,0.0,0.0625,0.0,0.25
μπεκρήδες,0.625,0.0,1.0,0.375,0.5,0.125,0.0,0.0,0.375
στυγνότερης,0.875,0.0,1.0,0.1875,0.375,0.25,0.0,0.0625,0.25
εθελοντικών,0.125,0.25,0.0,0.0,0.0,0.0,0.125,0.0,0.125
αφαιρέσουνε,0.375,0.0,0.75,0.25,0.125,0.0625,0.0,0.125,0.0625
γενναιόφρονος,0.5,0.75,0.0,0.0,0.0,0.0,0.375,0.0,0.25
διάθεσης,0.5,1.0,0.5,0.0,0.125,0.0,0.3125,0.0625,0.1875
αισθηματικότεροι,1.0,1.0,0.5,0.0,0.0,0.0,0.75,0.25,0.125
χρωματίζει,0.25,0.25,0.25,0.0,0.0,0.0,0.1875,0.0,0.125
διαισθητικέ,0.25,0.0,0.5,0.0,0.0,0.1875,0.0,0.0625,0.125
συντετριμμένα,0.875,0.0,1.0,0.0,0.0833333333333,0.0833333333333,0.0,0.333333333333,0.5
ευσπλαχνιζόμαστε,0.75,0.75,0.25,0.0,0.0,0.0,0.375,0.3125,0.25
καραφλός,0.375,0.0,0.75,0.1875,0.375,0.0,0.0,0.0,0.375
διακόνευαν,0.625,0.0,0.75,0.0625,0.25,0.0,0.0,0.1875,0.125
ψυχοπλακώνει,0.875,0.0,1.0,0.0,0.1875,0.0625,0.0,0.8125,0.3125
οικτίρετέ,0.75,0.0,1.0,0.1875,0.1875,0.0,0.0,0.8125,0.125
χαρτοβασίλειά,0.5,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.1875
διαισθητικότερο,0.25,0.0,0.5,0.0,0.0,0.1875,0.0,0.0625,0.125
μπάζαν,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αδιάλυτούς,0.25,0.0,0.5,0.0,0.125,0.1875,0.0,0.125,0.125
άρεσες,0.75,1.0,0.0,0.0,0.0,0.0,0.875,0.0,0.5
αποπνέανε,0.375,0.75,0.75,0.0,0.125,0.125,0.25,0.25,0.0
απωθήσει,0.5,0.0,0.75,0.25,0.5,0.0,0.0,0.0625,0.0
