keyword,subj,positive,negative,anger,disgust,fear,happy,sad,surprise
εκατοχρονίτικούς,0.375,0.0,0.75,0.125,0.3125,0.0,0.0,0.0,0.3125
επιδρομέων,0.25,0.0,0.5,0.1875,0.0625,0.25,0.0,0.0,0.25
άσεμνου,0.5,0.0,0.75,0.1875,0.375,0.0,0.0,0.0,0.0
πυρπολούσε,0.375,0.0,0.5,0.25,0.125,0.125,0.0,0.0,0.25
τζόβενο,0.625,0.0,0.75,0.1875,0.3125,0.0,0.0,0.0,0.25
βγαίνουν,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ξέχναγαν,0.375,0.0,0.5,0.1875,0.0625,0.0,0.0,0.1875,0.3125
κατασκεύαζε,0.25,0.25,0.0,0.0,0.0,0.0,0.125,0.0,0.1875
απαλύνανε,0.375,0.75,0.0,0.0,0.0,0.0,0.25,0.0625,0.0625
αλληθωρίζαμε,0.375,0.0,0.5,0.1875,0.1875,0.125,0.0,0.125,0.3125
πονοκεφαλιάζω,0.75,0.0,1.0,0.0625,0.4375,0.0,0.0,0.1875,0.375
αρχιτεκτόνισσας,0.125,0.25,0.0,0.0,0.0,0.0,0.125,0.0,0.0625
κράταγαν,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
άσπονδοί,0.5,0.0,0.75,0.5,0.375,0.0625,0.0,0.125,0.125
στενοχώριές,0.875,0.25,0.75,0.0,0.0625,0.0,0.0,0.5625,0.1875
ταβερνόβιές,0.625,0.25,1.0,0.125,0.3125,0.0,0.0,0.0,0.125
συμπάσχοντάς,0.75,0.75,0.5,0.0,0.0,0.0,0.3125,0.3125,0.3125
κειμήλια,0.375,0.75,0.0,0.0,0.0,0.0625,0.375,0.0,0.3125
σχετικότατες,0.375,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.1875
ανοιγμένο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
περιβάλεις,0.375,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.1875
πολύξερών,0.5,0.25,0.75,0.25,0.375,0.0,0.0,0.0,0.3125
κατατρομαγμένο,0.75,0.0,1.0,0.25,0.0625,0.9375,0.0,0.0,0.6875
δείξε' τα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ένθερμο,0.5,0.75,0.0,0.0,0.0,0.0,0.4375,0.0,0.3125
καθορίσεις,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ωχριώντας,0.75,0.0,0.75,0.1875,0.125,0.1875,0.0,0.1875,0.375
διατεθειμένος,0.25,0.5,0.5,0.0,0.0,0.125,0.125,0.0,0.125
αβάπτιστου,0.25,0.5,0.5,0.375,0.4375,0.0,0.0,0.1875,0.4375
ξεκρέμαστός,0.375,0.0,0.75,0.25,0.0625,0.0,0.0,0.0,0.5
σκλαβωμένοι,0.75,1.0,1.0,0.25,0.375,0.25,0.375,0.0625,0.3125
εμφυσάτε,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.25
εξυπνακίστικούς,0.875,0.0,1.0,0.3125,0.5,0.0,0.0,0.0,0.25
συμμετάσχει,0.25,0.5,0.0,0.0,0.0,0.0,0.3125,0.0,0.25
επισκεφτήκαμε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
έρωτας,0.75,1.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.3125
πραγματικότητάς,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μίλα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
συνδεμένη,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.125
εγκάρδιοί,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.4375
αγάμητος,0.875,0.0,1.0,0.625,0.625,0.0,0.0,0.0,0.1875
κουκούλωνες,0.25,0.0,0.5,0.1875,0.375,0.0625,0.0,0.1875,0.3125
φερέφωνών,0.5,0.0,0.75,0.25,0.4375,0.125,0.0,0.0,0.125
ωμής,0.375,0.0,0.75,0.125,0.375,0.0,0.0,0.0,0.0625
φλεγόμαστε,0.375,0.25,0.75,0.375,0.1875,0.0,0.25,0.0,0.1875
στρεβλότατου,0.5,0.0,0.75,0.125,0.25,0.0,0.0,0.0,0.125
ειδοποιούσαν,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
κεκράχτης,0.5,0.0,0.666666666667,0.166666666667,0.25,0.0,0.0,0.0,0.0833333333333
ατάραχων,0.625,0.5,0.75,0.125,0.125,0.0,0.0625,0.0,0.25
διακονιές,0.875,0.0,1.0,0.25,0.3125,0.0,0.0,0.1875,0.125
υποστάσεών,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ασφυκτικότερα,0.75,0.0,1.0,0.1875,0.25,0.375,0.0,0.1875,0.0625
ελεούμε,0.5,0.25,0.75,0.0,0.1875,0.0625,0.0,0.0,0.1875
τζόβενων,0.625,0.0,0.75,0.1875,0.3125,0.0,0.0,0.0,0.25
ευεξίας,0.75,1.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.4375
ικανότερος,0.5,0.75,0.0,0.0,0.0,0.0,0.5,0.0,0.375
αρναούτικος,0.375,0.0,0.75,0.375,0.375,0.125,0.0,0.0,0.0
καταλαβαίναμε,0.375,0.5,0.25,0.0,0.0,0.0,0.1875,0.0,0.0
στενοχωρημένο,0.875,0.25,0.75,0.0,0.0625,0.0,0.0,0.5625,0.1875
αφυπνίζαν,0.375,0.75,0.25,0.0,0.0,0.0,0.125,0.0,0.25
καρδιοχτύπησε,0.75,0.5,0.75,0.0,0.0625,0.375,0.25,0.0625,0.5
αναιδέστατη,0.833333333333,0.0,1.0,0.75,0.666666666667,0.166666666667,0.0,0.25,0.5
γενικοτέρου,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
λαχταρώ,0.875,0.75,0.5,0.0,0.0,0.4375,0.5,0.0,0.3125
προαισθανόμουν,0.625,0.5,0.75,0.0,0.0,0.25,0.1875,0.0625,0.25
εξωτερικεύουνε,0.375,0.75,0.25,0.0,0.0,0.0,0.3125,0.0,0.25
βαθιών,0.25,0.5,0.5,0.0625,0.125,0.0,0.0625,0.125,0.1875
στεγνότερη,0.375,0.0,0.5,0.0625,0.1875,0.0,0.0,0.0,0.125
ευτράπελοι,0.75,0.25,1.0,0.125,0.3125,0.0625,0.125,0.0625,0.4375
παραφερθούνε,0.5,0.0,0.75,0.4375,0.125,0.125,0.0,0.0625,0.3125
ηδονικός,0.75,0.5,0.5,0.0,0.125,0.0,0.3125,0.0,0.375
αναισχυντία,0.75,0.0,1.0,0.4375,0.5625,0.0,0.0,0.25,0.5
εκτεθειμένα,0.5,0.0,1.0,0.1875,0.25,0.4375,0.0,0.125,0.3125
φιλοξενούμε,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.125
έβγαιναν,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
έπαιζα,0.375,0.5,0.25,0.125,0.0,0.0,0.3125,0.0,0.125
ζεσταίνανε,0.125,0.25,0.0,0.0,0.0,0.0,0.0625,0.0,0.0
συνεπαίρνουν,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.5
λιμάρικής,0.875,0.0,1.0,0.375,0.4375,0.0,0.0,0.0,0.3125
γαμώτη,1.0,0.25,1.0,0.8125,0.5625,0.1875,0.1875,0.25,0.75
χαριτόβρυτός,0.75,0.25,0.75,0.125,0.25,0.0,0.125,0.0,0.0625
εξωστρέφεια,0.375,0.75,0.25,0.0,0.0,0.0,0.3125,0.0,0.3125
διασπείροντάς,0.375,0.5,0.75,0.125,0.25,0.3125,0.125,0.0625,0.1875
μαγκώναμε,0.375,0.0,0.75,0.0,0.125,0.125,0.0,0.0625,0.25
ερωτικέ,0.75,1.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.3125
μπαμπαλή,0.875,0.0,1.0,0.25,0.4375,0.0,0.0,0.0,0.25
ξεπατικωτούρα,0.375,0.0,0.75,0.1875,0.25,0.0,0.0,0.0,0.1875
κρυώσατε,0.5,0.0,1.0,0.0625,0.125,0.1875,0.0,0.1875,0.3125
ισοβίως,0.25,0.0,0.5,0.125,0.1875,0.1875,0.0,0.0,0.3125
βαριοί,0.5,0.0,1.0,0.0625,0.3125,0.0,0.0,0.5625,0.0625
συνετής,0.5,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.1875
νεφρά,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μυϊκά,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
γυροφέρω,0.25,0.0,0.5,0.125,0.1875,0.0625,0.0,0.0,0.1875
κειμηλίου,0.375,0.75,0.0,0.0,0.0,0.0625,0.375,0.0,0.3125
φορτίσατε,0.375,0.25,0.75,0.1875,0.25,0.125,0.125,0.125,0.3125
φιλανθρωπότερες,0.625,0.75,0.0,0.0,0.0,0.0,0.3125,0.0,0.125
αχάριστος,0.75,0.0,1.0,0.375,0.4375,0.0,0.0,0.0625,0.125
βαρύνεις,0.5,0.0,1.0,0.1875,0.1875,0.0,0.0,0.3125,0.1875
πειράξετε,0.5,0.25,1.0,0.375,0.1875,0.0625,0.0625,0.1875,0.25
ακούραστη,0.625,0.75,0.0,0.0,0.0,0.0,0.375,0.0,0.4375
μπλοκάρισμένες,0.375,0.0,0.75,0.0,0.0625,0.0,0.0,0.0625,0.125
μαρμαρώναμε,0.375,0.0,0.75,0.0,0.125,0.625,0.0,0.0,0.75
γλώσσα ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μονάζει,0.25,0.0,0.5,0.0,0.1875,0.0,0.0,0.0,0.3125
εξετάζατε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
καθορίζει,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
εμφορούταν,0.5,0.75,0.25,0.0,0.0,0.0,0.375,0.0,0.25
ύμνου,0.625,1.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.375
καυλιτσέκι,0.625,0.25,0.75,0.25,0.3125,0.0,0.0,0.0,0.375
ξεσπούσε,0.75,0.25,1.0,0.75,0.125,0.125,0.125,0.125,0.5
αισθητηρίων,0.5,0.5,0.5,0.0,0.125,0.0625,0.1875,0.0625,0.1875
αφήνιαζα,0.75,0.0,1.0,0.75,0.375,0.125,0.0,0.0625,0.375
ξεράσαμε,0.625,0.0,1.0,0.25,0.9375,0.0625,0.0,0.125,0.375
βάρυνα,0.5,0.0,1.0,0.1875,0.1875,0.0,0.0,0.3125,0.1875
μισήστε,0.875,0.0,1.0,0.6875,0.625,0.3125,0.0,0.0,0.375
τρέφοντας,0.25,0.25,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625
ζω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
στραγγαλίζουν,0.625,0.0,0.75,0.5625,0.25,0.0,0.0,0.0,0.3125
δύσπεπτος,0.5,0.0,0.75,0.0625,0.375,0.0,0.0,0.0625,0.0625
ζωόφιλός,0.625,0.75,0.25,0.0625,0.125,0.0,0.375,0.0625,0.25
οιστρηλατήσουμε,0.625,0.75,0.25,0.0,0.0,0.0,0.5,0.0,0.5
εξάρσεως,0.375,0.25,0.75,0.3125,0.1875,0.125,0.0,0.0,0.4375
σαστίζει,0.875,0.0,1.0,0.0,0.0625,0.3125,0.0,0.125,0.875
αφηγηθώ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
πίκρας,0.875,0.0,1.0,0.0625,0.25,0.0625,0.0,0.75,0.125
τρυφερότερε,0.75,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.3125
συνετότερε,0.5,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.1875
καραγκιοζιλίδικών,0.625,0.0,1.0,0.375,0.4375,0.0,0.0,0.0,0.3125
γαμιόσαστε,1.0,0.25,1.0,0.9375,0.625,0.1875,0.1875,0.1875,0.625
καυλιάρηδες,0.75,0.25,0.5,0.3125,0.25,0.0,0.0,0.0,0.4375
αναιδέστερες,0.833333333333,0.0,1.0,0.75,0.666666666667,0.166666666667,0.0,0.25,0.5
γκεσταπίτισσας,0.75,0.0,0.75,0.4375,0.375,0.25,0.0,0.0,0.1875
εξυπνάκηδων,1.0,0.0,1.0,0.1875,0.5,0.0,0.0,0.0,0.25
κουφόβραζαν,0.375,0.25,0.75,0.0625,0.125,0.0,0.0,0.125,0.0625
γκαβώστε,0.625,0.0,0.75,0.375,0.375,0.125,0.0,0.0,0.1875
λείψουνε,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.1875,0.0
περιποιήθηκαν,0.5,0.75,0.25,0.0625,0.0625,0.0,0.375,0.0,0.3125
συναγωνίστηκε,0.25,0.5,0.0,0.0,0.0,0.0,0.375,0.0,0.3125
εξουθένωνα,0.75,0.0,1.0,0.125,0.3125,0.0625,0.0,0.0625,0.25
σκατώναμε,0.75,0.0,0.75,0.5,0.6875,0.0,0.0,0.125,0.5
ξεφτίλιζε,0.75,0.25,0.75,0.5,0.5,0.0,0.125,0.0625,0.4375
φλέγεσαι,0.375,0.25,0.75,0.375,0.1875,0.0,0.25,0.0,0.1875
μόνες,0.25,0.0,0.5,0.0,0.1875,0.125,0.0,0.0,0.3125
δυσθυμιών,0.625,0.0,1.0,0.125,0.5,0.0625,0.0,0.5625,0.125
περικάλεσες,0.625,0.5,0.5,0.0625,0.0625,0.0,0.0,0.0,0.0625
εύοσμης,0.625,1.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.3125
συναισθανότανε,0.5,0.75,0.25,0.125,0.125,0.125,0.5,0.125,0.375
προμάντεψαν,0.375,0.25,0.5,0.0,0.0,0.125,0.125,0.0625,0.1875
εφετζίδικοί,0.5,0.25,0.75,0.1875,0.25,0.0,0.0625,0.0,0.25
μουγγό,0.375,0.0,0.75,0.1875,0.1875,0.125,0.0,0.0,0.625
καμαρώσουν,0.75,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.5
μεθύστακας,0.75,0.0,1.0,0.25,0.5625,0.25,0.0,0.125,0.3125
καλοδιάθετών,0.75,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.3125
καθορίζετε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
συμβολισμοί,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.125
φαίνεται,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ωρύεται,1.0,0.0,1.0,0.9375,0.3125,0.0625,0.0,0.0625,0.3125
εκλογικεύανε,0.25,0.25,0.25,0.0,0.0625,0.0625,0.0625,0.0,0.0
ηδονίσθηκαν,0.75,0.5,0.5,0.0,0.125,0.0,0.3125,0.0,0.375
καμένες,0.375,0.25,0.75,0.5,0.1875,0.125,0.25,0.25,0.3125
δόγματα,0.25,0.0,0.5,0.125,0.1875,0.0,0.0,0.0,0.1875
ψηλώσουν,0.375,0.5,0.25,0.0,0.0,0.0,0.4375,0.0,0.375
έμπλεής,0.75,0.75,0.25,0.0,0.0,0.125,0.625,0.0,0.375
αφηγηθήκατε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ινστρούχτορες,0.5,0.0,0.75,0.1875,0.375,0.0,0.0,0.0,0.1875
άφωνέ,0.625,1.0,1.0,0.125,0.125,0.3125,0.25,0.1875,1.0
πλάκωσέ,0.625,0.0,1.0,0.5,0.25,0.0,0.0,0.375,0.25
αναπηδήξει,0.5,0.25,0.75,0.375,0.0625,0.625,0.25,0.0625,0.6875
διανθισμένο,0.375,0.75,0.0,0.0,0.0,0.0,0.375,0.0,0.1875
παθιάζομαι,0.75,0.5,0.5,0.25,0.0625,0.125,0.25,0.0,0.4375
συνειδητότερες,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
πενθούσανε,0.875,0.0,1.0,0.0,0.0625,0.1875,0.0,0.875,0.125
πυρπολημένο,0.375,0.0,0.5,0.25,0.125,0.125,0.0,0.0,0.25
θαμπώσετε,0.5,0.5,0.75,0.0625,0.1875,0.0,0.0,0.0,0.5625
έρμοι,0.625,0.0,1.0,0.0625,0.1875,0.1875,0.0,0.5,0.1875
ηθικότατη,0.5,0.75,0.0,0.0,0.0,0.0,0.375,0.0,0.375
καλομάθαινες,0.5,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.25
γαμηθήκανε,1.0,0.25,1.0,0.9375,0.625,0.1875,0.1875,0.1875,0.625
παραγονισμός,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ζωηρότατος,0.375,0.75,0.25,0.0,0.0625,0.0,0.3125,0.0,0.375
λαλημένος,0.375,0.25,0.5,0.125,0.25,0.0,0.0625,0.125,0.375
σαδισμού,0.5,0.0,0.75,0.0625,0.3125,0.0625,0.0,0.0,0.3125
αναστεναγμών,0.75,0.5,1.0,0.125,0.0,0.1875,0.25,0.875,0.1875
εμφορηθεί,0.5,0.75,0.25,0.0,0.0,0.0,0.375,0.0,0.25
ξεχειλίζετέ,0.5,0.25,1.0,0.75,0.5625,0.0,0.0625,0.0,0.4375
χωριάτικων,0.25,0.0,0.5,0.0625,0.3125,0.0,0.0,0.0,0.125
νιάνιαρο,0.5,0.0,0.75,0.1875,0.3125,0.0,0.0,0.0,0.3125
μπαμπόγεροι,0.875,0.0,1.0,0.25,0.5,0.0625,0.0,0.0,0.25
υποδέχθηκε,0.25,0.5,0.25,0.0,0.0,0.0,0.25,0.0,0.1875
μετανοούν,0.625,0.0,0.75,0.0,0.0,0.0625,0.0625,0.4375,0.0625
θερμόαιμος,0.5,0.5,0.75,0.3125,0.1875,0.125,0.1875,0.125,0.25
αξιολάτρευτων,0.875,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.4375
καλυβάκι,0.25,0.25,0.25,0.0,0.0625,0.0625,0.125,0.0,0.3125
μπαφιάζουνε,0.875,0.0,1.0,0.25,0.625,0.0625,0.0,0.125,0.25
συναίσθημα,0.5,0.75,0.25,0.125,0.125,0.125,0.5,0.125,0.375
ταύτισ' το,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
λιγώνουν,0.75,0.25,1.0,0.0,0.5625,0.0,0.25,0.0,0.25
αναπλάσατε,0.25,0.5,0.0,0.0,0.0,0.0,0.3125,0.0,0.125
καθορίσει,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
προμαντέψαν,0.375,0.25,0.5,0.0,0.0,0.125,0.125,0.0625,0.1875
φιλολογίζουσάς,0.5,0.0,0.75,0.125,0.25,0.0,0.0,0.0,0.1875
ειρωνευμένα,0.5,0.0,0.75,0.25,0.375,0.0,0.0,0.0625,0.25
αναπήδαγα,0.5,0.25,0.75,0.375,0.0625,0.625,0.25,0.0625,0.6875
ξίνισε,0.625,0.0,1.0,0.125,0.5,0.0,0.0,0.0625,0.3125
νυστάξετε,0.5,0.0,0.75,0.0,0.1875,0.0,0.0,0.0625,0.25
ψυλλιαζόμουν,0.5,0.25,0.75,0.125,0.125,0.0,0.0,0.0,0.125
μόνων,0.25,0.0,0.5,0.0,0.1875,0.125,0.0,0.0,0.3125
μεράκλωνες,0.875,1.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.5
ξυπνημένες,0.375,0.0,0.5,0.25,0.0625,0.0625,0.0,0.0,0.3125
επώδυνές,0.75,0.0,1.0,0.0625,0.1875,0.375,0.0,0.625,0.1875
άσπονδών,0.5,0.0,0.75,0.5,0.375,0.0625,0.0,0.125,0.125
παραγοντίζει,0.5,0.0,0.5,0.0625,0.125,0.0,0.0,0.0,0.0625
γέμισ' τες,0.125,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0
καρδιοχτυπήσατε,0.75,0.5,0.75,0.0,0.0625,0.375,0.25,0.0625,0.5
κεντρισμένα,0.25,0.5,0.0,0.0,0.0,0.0,0.3125,0.0,0.25
επιλεκτικότερες,0.375,0.5,0.25,0.0,0.0,0.0,0.125,0.0,0.125
κρυφοκαμαρώνετε,0.75,1.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.3125
αγανακτημένες,1.0,0.0,1.0,1.0,0.625,0.0625,0.0,0.125,0.125
απαισιότατους,0.75,0.0,1.0,0.5,0.75,0.0625,0.0,0.1875,0.125
συμπαθούσατε,0.75,1.0,0.0,0.0,0.0,0.0,0.625,0.0,0.3125
μπουρτζόβλαχου,1.0,0.0,1.0,0.5625,0.625,0.0,0.0,0.0,0.1875
νοσταλγούσανε,0.75,0.25,1.0,0.0,0.0,0.0,0.0625,0.625,0.3125
ψωροκακόμοιροι,1.0,0.0,1.0,0.1875,0.4375,0.0,0.0,0.25,0.3125
κατακτήσατε,0.375,0.25,0.5,0.0,0.125,0.125,0.125,0.0,0.25
ωραιοτέρων,0.875,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.4375
στατικότατη,0.375,0.0,0.75,0.0,0.125,0.0,0.0,0.0,0.0625
κατάφερνέ,0.375,0.75,0.0,0.0,0.0,0.0,0.4375,0.0,0.125
σκίρτησε,0.75,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.5625
καθησυχάζοντάς,0.5,0.75,0.0,0.0,0.0,0.0,0.4375,0.0,0.25
κατάκτησ' τα,0.375,0.25,0.5,0.0,0.125,0.125,0.125,0.0,0.25
δολίων,0.625,0.25,0.75,0.3125,0.375,0.25,0.0625,0.0,0.1875
επιδερμικής,0.25,0.0,0.5,0.125,0.25,0.0,0.0,0.0,0.1875
παραθέριζε,0.5,0.5,0.25,0.0,0.0,0.0,0.3125,0.0,0.125
αγωνιούμε,1.0,0.5,1.0,0.0,0.0,0.8125,0.375,0.3125,0.0625
μπαφιάστε,0.875,0.0,1.0,0.25,0.625,0.0625,0.0,0.125,0.25
φουστανέλες,0.25,0.0,0.5,0.0625,0.25,0.0,0.0,0.0,0.125
τρελότερα,0.5,0.5,0.75,0.3125,0.1875,0.125,0.375,0.0,0.375
αντιπάθησε,0.75,0.0,1.0,0.625,0.625,0.0,0.0,0.0625,0.0
εθνοσωτήρα,0.75,0.75,0.75,0.25,0.4375,0.0,0.125,0.0,0.1875
νταντεύοντας,0.5,0.0,0.75,0.125,0.25,0.0,0.0,0.0,0.3125
κουκουλώσουν,0.25,0.0,0.5,0.1875,0.375,0.0625,0.0,0.1875,0.3125
εκμυστηρευτούνε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νιαουρίζουν,0.5,0.0,1.0,0.1875,0.5,0.0,0.0,0.0,0.25
ξεφτιλίσεις,0.75,0.25,0.75,0.5,0.5,0.0,0.125,0.0625,0.4375
γλυκής,1.0,0.75,0.25,0.0,0.0,0.0,0.6875,0.0,0.25
ηδονισθείς,0.75,0.5,0.5,0.0,0.125,0.0,0.3125,0.0,0.375
κατεβάσαν,0.25,0.25,0.25,0.0625,0.0,0.0625,0.0625,0.0,0.0
νιάνιαρων,0.5,0.0,0.75,0.1875,0.3125,0.0,0.0,0.0,0.3125
τρόμαξες,0.875,0.0,1.0,0.0625,0.0625,0.6875,0.0,0.0625,0.625
κουνιστούς,0.5,0.0,1.0,0.25,0.4375,0.0,0.0,0.0,0.3125
κατέβαζέ,0.25,0.25,0.25,0.0625,0.0,0.0625,0.0625,0.0,0.0
ευκολότατων,0.375,0.25,0.5,0.0625,0.125,0.0,0.0625,0.0,0.3125
μείγματά,0.25,0.5,0.5,0.0,0.1875,0.0,0.0625,0.0,0.1875
γευστικές,0.625,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.375
σέβεσαι,0.75,1.0,0.0,0.0,0.0,0.0,0.375,0.0,0.25
δολιότατοι,0.625,0.25,0.75,0.3125,0.375,0.25,0.0625,0.0,0.1875
αγανακτήσω,1.0,0.0,1.0,1.0,0.625,0.0625,0.0,0.125,0.125
ανεκδιήγητά,0.75,0.0,1.0,0.5,0.5625,0.0,0.125,0.25,0.125
πρόχειρές,0.375,0.0,0.75,0.0625,0.125,0.0,0.0,0.0,0.1875
άκαρδέ,1.0,0.0,1.0,0.5,0.5,0.1875,0.0,0.375,0.3125
περικαλέσαμε,0.625,0.5,0.5,0.0625,0.0625,0.0,0.0,0.0,0.0625
μπεκρουλιάζαν,1.0,0.0,1.0,0.25,0.5,0.0,0.0625,0.0,0.3125
σουρεαλιστικότερο,0.375,0.25,0.75,0.0,0.125,0.0,0.0,0.0,0.3125
φουσκοδεντριές,0.375,0.0,0.75,0.0,0.125,0.0,0.0,0.0,0.1875
συντροφεύσατε,0.625,1.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.1875
τάξεών,0.375,0.75,0.0,0.0,0.0,0.0,0.3125,0.0,0.25
επιβήτορες,0.5,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.125
ψυχολόγα,0.25,0.5,0.5,0.0,0.1875,0.0,0.125,0.0,0.1875
φαντάξαμε,0.5,0.75,0.25,0.0,0.0,0.0,0.3125,0.0,0.375
ευαίσθητό,0.625,0.75,0.5,0.0,0.0625,0.0625,0.3125,0.3125,0.25
διακονέψτε,0.625,0.0,0.75,0.0625,0.25,0.0,0.0,0.1875,0.125
ακούοντας,0.125,0.25,0.0,0.0625,0.0625,0.0,0.125,0.0,0.125
ησυχότερα,0.375,0.75,0.25,0.0625,0.0625,0.0625,0.3125,0.0625,0.3125
συντροφεύαμε,0.625,1.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.1875
τέλεια,0.625,0.75,0.0,0.0,0.0,0.0,0.6875,0.0,0.4375
παρακρούσεως,0.5,0.0,0.75,0.1875,0.25,0.0625,0.0,0.0,0.375
ξύπναγε,0.375,0.0,0.5,0.25,0.0625,0.0625,0.0,0.0,0.3125
ψευδαισθητικούς,0.5,0.25,0.75,0.0,0.25,0.0,0.0,0.0,0.3125
προστάτευσες,0.375,0.75,0.0,0.0,0.0,0.0,0.375,0.0,0.25
αξιολάτρευτών,0.875,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.4375
στενοχωρημένε,0.875,0.25,0.75,0.0,0.0625,0.0,0.0,0.5625,0.1875
σουτάρισμένο,0.625,0.0,0.75,0.25,0.0625,0.0,0.0,0.0,0.3125
κυριάρχησες,0.375,0.25,0.5,0.0625,0.125,0.1875,0.125,0.0,0.1875
ειδεχθές,0.75,0.0,1.0,0.375,0.875,0.125,0.0,0.0,0.3125
συγκινήστε,0.75,1.0,0.5,0.0,0.0,0.0,0.6875,0.375,0.4375
δόλιάς,0.625,0.25,0.75,0.3125,0.375,0.25,0.0625,0.0,0.1875
ειλικρινέστερα,0.5,0.75,0.0,0.0,0.0,0.0,0.3125,0.0,0.375
συσταλμένα,0.375,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0625
αποσβολώστε,0.75,1.0,1.0,0.1875,0.25,0.4375,0.1875,0.1875,0.9375
κάνεις,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ενόχλησε,0.75,0.0,1.0,0.1875,0.4375,0.0625,0.0,0.1875,0.0625
κυριέψατε,0.375,0.0,0.5,0.125,0.0625,0.25,0.0,0.0,0.1875
περιγράφετέ,0.125,0.25,0.0,0.0,0.0,0.0,0.0625,0.0,0.125
αλύπητή,0.75,0.25,1.0,0.125,0.1875,0.25,0.0,0.4375,0.25
καρπαζοεισπράχτορες,0.75,0.0,1.0,0.25,0.375,0.0,0.0,0.0625,0.3125
επιθετικότητες,0.625,0.0,1.0,0.5,0.125,0.375,0.0,0.0625,0.3125
πρωτόγνωροί,0.375,0.75,0.25,0.0,0.0,0.0,0.3125,0.0,0.5
αφιλανθρωπία,0.5,0.0,0.75,0.125,0.3125,0.0625,0.0,0.375,0.1875
